product_name,current_price,price,percent_discount,rating,link,brand_id,series,device
Bộ loa thanh Klipsch Cinema 600,10.880.000₫,13.600.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-thanh-klipsch-cinema-600-600w,14,,Laptop Speaker
Bộ loa thanh Klipsch Cinema 400,8.320.000₫,10.400.000₫,-20%,,https://www.thegioididong.com/loa-laptop/bo-loa-thanh-klipsch-cinema-400-400w,14,,Laptop Speaker
Loa siêu trầm Klipsch SUB100-BK,9.100.000₫,10.500.000₫,-13%,,https://www.thegioididong.com/loa-laptop/loa-sieu-tram-klipsch-sub100-bk,14,,Laptop Speaker
Loa vi tính Microlab B26,285.000₫,300.000₫,-5%,72,https://www.thegioididong.com/loa-laptop/vi-tinh-microlab-b26-den,15,,Laptop Speaker
Loa vi tính Microlab M108,620.000₫,730.000₫,-15%,52,https://www.thegioididong.com/loa-laptop/vi-tinh-microlab-m108,15,,Laptop Speaker
Loa vi tính Bluetooth Microlab M318BT,1.180.000₫,1.480.000₫,-20%,32,https://www.thegioididong.com/loa-laptop/microlab-m318bt-den,15,,Laptop Speaker
Loa Bluetooth Fenda W5 Plus,235.000₫,450.000₫,-47%,94,https://www.thegioididong.com/loa-laptop/loa-bluetooth-fenda-w5-plus,16,,Laptop Speaker
Loa vi tính Bluetooth Fenda A140X,745.000₫,1.150.000₫,-35%,118,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-fenda-a140x-den,16,,Laptop Speaker
Loa Bluetooth Fenda W8,250.000₫,500.000₫,-50%,81,https://www.thegioididong.com/loa-laptop/loa-bluetooth-fenda-w8,16,,Laptop Speaker
Loa Bluetooth Fenda W7,250.000₫,500.000₫,-50%,56,https://www.thegioididong.com/loa-laptop/loa-bluetooth-fenda-w7,16,,Laptop Speaker
Loa vi tính Fenda F203G,600.000₫,,,65,https://www.thegioididong.com/loa-laptop/loa-vi-tinh-fenda-f203g,16,,Laptop Speaker
Loa Bluetooth Mozard E7 Đỏ,525.000₫,700.000₫,-25%,61,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-e7-do,17,,Laptop Speaker
Loa Bluetooth Mozard E7,560.000₫,700.000₫,-20%,156,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-e7,17,,Laptop Speaker
Loa Bluetooth Mozard Y550 Plus,275.000₫,550.000₫,-50%,162,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-y550-plus,17,,Laptop Speaker
Loa Bluetooth Mozard E8 Xanh Navy,845.000₫,950.000₫,-11%,115,https://www.thegioididong.com/loa-laptop/loa-bluetooth-mozard-e8-xanh-navy,17,,Laptop Speaker
Loa Bluetooth Mozard X21,275.000₫,550.000₫,-50%,156,https://www.thegioididong.com/loa-laptop/bluetooth-mozard-x21,17,,Laptop Speaker
